sku,category_1_name,category_2_name,category_3_name,category_4_name,category_5_name,collection_real_launch_date_date,product_first_order_date,descricao_cor,familia_cor_nome
4077_40130843_0_PP,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-06,PRETO,PRETO
4077_40130843_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-06,PRETO,PRETO
4079_1000058_0_36,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2015-12-02,2015-12-16,OFF-WHITE,BRANCO
4079_1000058_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2015-12-02,2015-12-16,OFF-WHITE,BRANCO
4079_1000058_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2015-12-02,2015-12-10,OFF-WHITE,BRANCO
4081_265_0_U,Feminino,Moda,Roupas,Coletes & Kimonos,Kimonos,2015-12-02,2015-12-07,PATCHWORK VERMELHO,VERMELHO
4083_1000058_0_40,Feminino,Moda,Roupas,Macacão,Macacão,2015-12-02,2015-12-12,OFF-WHITE,BRANCO
4083_1000096_0_36,Feminino,Moda,Roupas,Macacão,Macacão,2015-12-02,2015-12-18,AZUL ESCURO,AZUL
4083_83_0_42,Feminino,Moda,Roupas,Macacão,Macacão,2015-12-02,2015-12-18,VINHO,VERMELHO
4087_257_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-08,MARRAKECH,ROXO
4087_257_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-05,MARRAKECH,ROXO
4087_259_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-27,PAISLEY GIPSY AZUL,AZUL
4087_261_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-08,PAISLEY GIPSY CORAL,LARANJA
4087_263_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-02-03,PATCHWORK AZUL,AZUL
4087_265_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-29,PATCHWORK VERMELHO,VERMELHO
4087_265_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-07,PATCHWORK VERMELHO,VERMELHO
4089_257_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-11,MARRAKECH,ROXO
4089_263_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-12,PATCHWORK AZUL,AZUL
4089_265_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-09,PATCHWORK VERMELHO,VERMELHO
4093_40130843_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,PRETO,PRETO
4093_40130843_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-03,PRETO,PRETO
4095_233_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-16,INDIGO ESCURO,AZUL
4095_239_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-06,INDIGO CLARO,AZUL
4097_255_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-31,LOULOU,ROXO
4097_257_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-06,MARRAKECH,ROXO
4097_263_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-08,PATCHWORK AZUL,AZUL
4097_263_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-15,PATCHWORK AZUL,AZUL
4097_265_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-07,PATCHWORK VERMELHO,VERMELHO
4101_40130843_0_38,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-19,PRETO,PRETO
4103_233_0_38,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-20,INDIGO ESCURO,AZUL
4107_1000016_0_36,Feminino,Moda,Roupas,Saias,Maxi,2015-12-02,2015-12-09,MARROM,MARROM
4107_1000016_0_40,Feminino,Moda,Roupas,Saias,Maxi,2015-12-02,2015-12-11,MARROM,MARROM
4107_1000054_0_38,Feminino,Moda,Roupas,Saias,Maxi,2015-12-02,2015-12-10,CARAMELO,MARROM
4107_1000054_0_40,Feminino,Moda,Roupas,Saias,Maxi,2015-12-02,2015-12-13,CARAMELO,MARROM
4107_1000054_0_42,Feminino,Moda,Roupas,Saias,Maxi,2015-12-02,2015-12-10,CARAMELO,MARROM
4109_1000058_0_PP,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-08,OFF-WHITE,BRANCO
4109_1000096_0_PP,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-16,AZUL ESCURO,AZUL
4109_40130843_0_P,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-08,PRETO,PRETO
4111_297_0_G,Feminino,Moda,Roupas,Saias,Mini,2016-02-29,2016-02-29,DANDELION,AZUL
4111_299_0_M,Feminino,Moda,Roupas,Saias,Mini,2016-02-29,2016-03-02,GARDEN,VERMELHO
4113_1000026_0_M,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-02,ROSA,ROSA
4113_1000032_0_G,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-10,MARINHO,AZUL
4115_1000096_0_M,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-13,AZUL ESCURO,AZUL
4115_1000096_0_P,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-11,AZUL ESCURO,AZUL
4117_1000026_0_38,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-13,ROSA,ROSA
4117_1000026_0_40,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-13,ROSA,ROSA
4119_255_0_40,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-02-01,LOULOU,ROXO
4119_255_0_42,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-04,LOULOU,ROXO
4119_259_0_38,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-07,PAISLEY GIPSY AZUL,AZUL
4119_259_0_40,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-10,PAISLEY GIPSY AZUL,AZUL
4119_261_0_38,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-07,PAISLEY GIPSY CORAL,LARANJA
4119_261_0_42,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-31,PAISLEY GIPSY CORAL,LARANJA
4119_263_0_36,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-08,PATCHWORK AZUL,AZUL
4121_1000058_0_36,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-09,OFF-WHITE,BRANCO
4121_1000058_0_40,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-09,OFF-WHITE,BRANCO
4121_1000058_0_42,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-18,OFF-WHITE,BRANCO
4123_1000038_0_M,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-03,CINZA,CINZA
4123_1000054_0_G,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-21,CARAMELO,MARROM
4123_1000054_0_M,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-07,CARAMELO,MARROM
4125_1000026_0_38,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-10,ROSA,ROSA
4127_1000036_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,CORAL,LARANJA
4127_1000040_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,LILAS,ROXO
4129_255_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-16,LOULOU,ROXO
4129_255_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-15,LOULOU,ROXO
4129_257_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-12,MARRAKECH,ROXO
4129_259_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-12,PAISLEY GIPSY AZUL,AZUL
4129_261_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-13,PAISLEY GIPSY CORAL,LARANJA
4129_261_0_PP,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-12,PAISLEY GIPSY CORAL,LARANJA
4129_263_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-16,PATCHWORK AZUL,AZUL
4129_275_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2016-01-12,SHIBORI,AZUL
4129_279_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2016-02-22,STRIPES ROSA,ROSA
4131_1000026_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-10,ROSA,ROSA
4131_1000026_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-11,ROSA,ROSA
4131_1000026_0_PP,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-10,ROSA,ROSA
4131_1000058_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-11,OFF-WHITE,BRANCO
4131_1000094_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-13,AZUL CLARO,AZUL
4131_1000094_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-10,AZUL CLARO,AZUL
4133_1000012_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-26,BEGE,BEGE
4133_1000026_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-17,ROSA,ROSA
4135_1000058_0_P,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,2015-12-02,2015-12-03,OFF-WHITE,BRANCO
4135_1000058_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-03,OFF-WHITE,BRANCO
4135_40130843_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,2015-12-02,2015-12-05,PRETO,PRETO
4137_1000024_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-20,VERMELHO,VERMELHO
4137_1000024_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-20,VERMELHO,VERMELHO
4137_1000026_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-18,ROSA,ROSA
4137_1000026_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-06-07,ROSA,ROSA
4137_1000032_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-04,MARINHO,AZUL
4137_1000094_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-16,AZUL CLARO,AZUL
4139_1000030_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,AZUL,AZUL
4139_1000030_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-11,AZUL,AZUL
4139_1000036_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-04,CORAL,LARANJA
4139_1000110_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-03,VERDE AGUA,VERDE
4141_1000026_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-11,ROSA,ROSA
4141_1000094_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-14,AZUL CLARO,AZUL
4143_263_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-14,PATCHWORK AZUL,AZUL
4145_257_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-11,MARRAKECH,ROXO
4145_257_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-30,MARRAKECH,ROXO
4145_259_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-18,PAISLEY GIPSY AZUL,AZUL
4145_261_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-02,PAISLEY GIPSY CORAL,LARANJA
4147_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-21,OFF-WHITE,BRANCO
4147_1000096_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-05-27,AZUL ESCURO,AZUL
4149_255_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-09,LOULOU,ROXO
4149_257_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-08,MARRAKECH,ROXO
4149_261_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-15,PAISLEY GIPSY CORAL,LARANJA
4149_263_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-24,PATCHWORK AZUL,AZUL
4151_1000032_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-05,MARINHO,AZUL
4151_1000032_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-03,MARINHO,AZUL
4151_253_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,RUBI,VERMELHO
4151_40130843_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,PRETO,PRETO
4153_1000058_0_G,Feminino,Moda,Roupas,Vestidos,Midi,2015-12-02,2015-12-18,OFF-WHITE,BRANCO
4155_1000058_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-04,OFF-WHITE,BRANCO
4155_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-14,OFF-WHITE,BRANCO
4155_1000058_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-06,OFF-WHITE,BRANCO
4155_40130843_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-18,PRETO,PRETO
4157_1000026_0_P,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-02-04,ROSA,ROSA
4157_1000058_0_M,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-01-13,OFF-WHITE,BRANCO
4157_1000058_0_PP,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-01-15,OFF-WHITE,BRANCO
4157_1000110_0_P,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-01-12,VERDE AGUA,VERDE
4157_1000110_0_PP,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-01-12,VERDE AGUA,VERDE
4159_1000058_0_G,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-04,OFF-WHITE,BRANCO
4159_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
415_40130843_0_38,Feminino,Moda,Roupas,Calças,Skinny,2015-05-04,2015-08-24,PRETO,PRETO
4161_257_0_P,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-01-05,MARRAKECH,ROXO
4161_261_0_GG,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-28,PAISLEY GIPSY CORAL,LARANJA
4161_263_0_G,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-30,PATCHWORK AZUL,AZUL
4161_263_0_PP,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2016-02-20,PATCHWORK AZUL,AZUL
4163_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4165_1000036_0_PP,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-18,CORAL,LARANJA
4167_1000036_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,CORAL,LARANJA
4167_1000036_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,CORAL,LARANJA
4167_1000036_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,CORAL,LARANJA
4169_257_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-27,MARRAKECH,ROXO
4169_259_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-18,PAISLEY GIPSY AZUL,AZUL
4169_261_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-16,PAISLEY GIPSY CORAL,LARANJA
4169_261_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-11,PAISLEY GIPSY CORAL,LARANJA
4169_261_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-13,PAISLEY GIPSY CORAL,LARANJA
4171_261_0_G,Feminino,Moda,Roupas,Vestidos,Midi,2015-12-02,2016-01-06,PAISLEY GIPSY CORAL,LARANJA
4171_265_0_PP,Feminino,Moda,Roupas,Vestidos,Midi,2015-12-02,2016-02-25,PATCHWORK VERMELHO,VERMELHO
4173_259_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-28,PAISLEY GIPSY AZUL,AZUL
4173_259_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-31,PAISLEY GIPSY AZUL,AZUL
4173_259_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-04,PAISLEY GIPSY AZUL,AZUL
4173_265_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-03,PATCHWORK VERMELHO,VERMELHO
4175_233_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-02,INDIGO ESCURO,AZUL
4177_255_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-26,LOULOU,ROXO
4177_255_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-29,LOULOU,ROXO
4177_259_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-18,PAISLEY GIPSY AZUL,AZUL
4177_259_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-25,PAISLEY GIPSY AZUL,AZUL
4177_261_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-19,PAISLEY GIPSY CORAL,LARANJA
4179_40130843_0_G,Feminino,Moda,Roupas,Vestidos,Maxi,2015-12-02,2015-12-21,PRETO,PRETO
417_1000030_0_42,Feminino,Moda,Roupas,Calças,Jeans,2015-05-04,2015-06-19,AZUL,AZUL
417_1000030_0_42,Feminino,Moda,Roupas,Calças,Skinny,2015-05-04,2015-06-19,AZUL,AZUL
417_1000094_0_44,Feminino,Moda,Roupas,Calças,Jeans,2015-05-04,2015-05-24,AZUL CLARO,AZUL
417_1000094_0_44,Feminino,Moda,Roupas,Calças,Skinny,2015-05-04,2015-05-24,AZUL CLARO,AZUL
4183_1000036_0_36,Feminino,Moda,Roupas,Calças,Flare,2015-12-02,2015-12-09,CORAL,LARANJA
4183_1000036_0_38,Feminino,Moda,Roupas,Calças,Flare,2015-12-02,2015-12-02,CORAL,LARANJA
4183_1000036_0_42,Feminino,Moda,Roupas,Calças,Flare,2015-12-02,2015-12-04,CORAL,LARANJA
4187_1000036_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-20,CORAL,LARANJA
4187_1000036_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-16,CORAL,LARANJA
4187_173_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-18,PALHA,BEGE
4187_173_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-15,PALHA,BEGE
4189_1000020_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-11,AMARELO,AMARELO
4189_1000020_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-20,AMARELO,AMARELO
4189_1000020_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-09,AMARELO,AMARELO
4189_1000058_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-11,OFF-WHITE,BRANCO
4189_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-10,OFF-WHITE,BRANCO
4189_40130843_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-09,PRETO,PRETO
4191_1000036_0_M,Feminino,Moda,Roupas,Vestidos,Midi,2015-11-09,2015-11-20,CORAL,LARANJA
4191_1000036_0_PP,Feminino,Moda,Roupas,Vestidos,Midi,2015-11-09,2015-11-11,CORAL,LARANJA
4191_31_0_G,Feminino,Moda,Roupas,Vestidos,Midi,2015-11-09,2015-11-09,MARSALA,VERMELHO
4191_31_0_GG,Feminino,Moda,Roupas,Vestidos,Midi,2015-11-09,2015-11-10,MARSALA,VERMELHO
419_1000094_0_38,Feminino,Moda,Roupas,Calças,Jeans,1969-12-31,2015-06-18,AZUL CLARO,AZUL
419_1000094_0_44,Feminino,Moda,Roupas,Calças,Flare,1969-12-31,2015-06-17,AZUL CLARO,AZUL
419_1000094_0_44,Feminino,Moda,Roupas,Calças,Jeans,1969-12-31,2015-06-17,AZUL CLARO,AZUL
4233_1000080_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-11-09,2015-12-09,PRATA VELHO,PRATEADO
4241_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-09,DOURADO,DOURADO
4243_1000048_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-11,TURQUESA,AZUL
4245_1000036_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-12-09,CORAL,LARANJA
4249_40130845_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-12,PRATA,PRATEADO
4255_40130845_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-11,PRATA,PRATEADO
4257_1000080_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-11-09,2015-12-06,PRATA VELHO,PRATEADO
4261_1000016_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-12-17,MARROM,MARROM
4261_1000036_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-12-17,CORAL,LARANJA
4271_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-13,DOURADO,DOURADO
4277_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-12-01,DOURADO,DOURADO
4283_21_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-16,OURO VELHO ESCOVADO,DOURADO
4297_1000030_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-09,AZUL,AZUL
4301_1000030_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-11-09,2015-12-03,AZUL,AZUL
4323_1000040_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-09,LILAS,ROXO
4329_1000026_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-09,ROSA,ROSA
4331_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-10,DOURADO,DOURADO
4339_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-09,DOURADO,DOURADO
4341_1000024_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-09,VERMELHO,VERMELHO
4353_1000022_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2015-10-05,2015-11-26,LARANJA,LARANJA
4353_1000030_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Cardigãs,2015-10-05,2015-10-19,AZUL,AZUL
4355_1000022_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-10-05,2015-11-27,LARANJA,LARANJA
4355_1000022_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,2015-10-05,2015-11-10,LARANJA,LARANJA
4373_1000054_0_U,Feminino,Acessórios,Cintos,,,2015-11-09,2015-11-17,CARAMELO,MARROM
4379_1000068_0_U,Feminino,Acessórios,Cintos,,,2015-11-09,2015-11-12,CAFE,MARROM
4381_1000058_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-12,OFF-WHITE,BRANCO
4381_1000058_0_M,Feminino,Moda,Roupas,Blusas,Body,2016-01-11,2016-01-12,OFF-WHITE,BRANCO
4381_1000058_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-12,OFF-WHITE,BRANCO
4381_1000058_0_P,Feminino,Moda,Roupas,Blusas,Body,2016-01-11,2016-01-11,OFF-WHITE,BRANCO
4381_1000058_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,OFF-WHITE,BRANCO
4381_277_0_G,Feminino,Moda,Roupas,Blusas,Body,2016-01-11,2016-01-12,STRIPES AZUL,AZUL
4381_277_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-12,STRIPES AZUL,AZUL
4381_277_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,STRIPES AZUL,AZUL
4383_233_0_38,Feminino,Moda,Roupas,Calças,Flare,2016-01-11,2016-01-23,INDIGO ESCURO,AZUL
4383_233_0_42,Feminino,Moda,Roupas,Calças,Flare,2016-01-11,2016-01-15,INDIGO ESCURO,AZUL
4385_1000046_0_36,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-02-04,NUDE,ROSA
4385_267_0_38,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-13,CINZA CLARO,CINZA
4385_267_0_42,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-11,CINZA CLARO,CINZA
4385_40130843_0_36,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-12,PRETO,PRETO
4385_40130843_0_38,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-12,PRETO,PRETO
4387_275_0_42,Feminino,Moda,Roupas,Calças,Reta,2016-01-11,2016-02-05,SHIBORI,AZUL
4387_275_0_42,Feminino,Moda,Roupas,Calças,Pantalona,2016-01-11,2016-02-05,SHIBORI,AZUL
4387_277_0_38,Feminino,Moda,Roupas,Calças,Pantalona,2016-01-11,2016-01-13,STRIPES AZUL,AZUL
4387_277_0_40,Feminino,Moda,Roupas,Calças,Reta,2016-01-11,2016-02-25,STRIPES AZUL,AZUL
4387_277_0_40,Feminino,Moda,Roupas,Calças,Pantalona,2016-01-11,2016-02-25,STRIPES AZUL,AZUL
4387_279_0_38,Feminino,Moda,Roupas,Calças,Reta,2016-01-11,2016-01-18,STRIPES ROSA,ROSA
4387_279_0_38,Feminino,Moda,Roupas,Calças,Pantalona,2016-01-11,2016-01-18,STRIPES ROSA,ROSA
4387_279_0_42,Feminino,Moda,Roupas,Calças,Reta,2016-01-11,2016-02-23,STRIPES ROSA,ROSA
4387_279_0_42,Feminino,Moda,Roupas,Calças,Pantalona,2016-01-11,2016-02-23,STRIPES ROSA,ROSA
4389_1000032_0_44,Feminino,Moda,Roupas,Calças,Reta,2016-01-11,2016-01-19,MARINHO,AZUL
4391_1000020_0_42,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-20,AMARELO,AMARELO
